6960,1
7395,1
7415,1
7421,1
7539,1
7549,1
7623,1
7629,1
7648,1
7661,1
7674,1
7677,1
7693,1
7709,1
7741,1
7783,1
7795,1
7808,1
7843,1
7846,1
7853,1
7895,1
7897,1
7904,1
7943,1
7952,1
7955,1
7971,2
7997,2
8041,1
8042,1
8061,1
8077,1
8089,1
8090,1
8092,1
8109,1
8115,1
8135,1
8160,2
8166,1
8183,1
8215,1
8224,2
8228,1
8240,1
8243,1
8247,1
8253,1
8256,1
8272,1
8282,1
8285,1
8291,1
8301,1
8308,1
8310,1
8313,1
8317,1
8320,1
8323,1
8329,1
8358,2
8387,1
8391,1
8400,1
8406,1
8413,1
8419,1
8428,1
8429,1
8439,1
8442,1
8445,1
8461,1
8467,1
8470,1
8471,1
8477,1
8483,1
8486,1
8487,3
8493,1
8496,1
8505,1
8515,1
8525,3
8528,1
8541,1
8557,1
8563,1
8566,1
8582,1
8583,1
8592,1
8595,1
8614,1
8615,2
8621,1
8627,2
8630,1
8649,1
8656,1
8663,1
8672,1
8681,1
8685,1
8692,1
8704,1
8720,1
8736,1
8752,1
8761,1
8768,1
8774,1
8787,1
8790,1
8800,1
8809,2
8819,1
8822,2
8832,1
8841,1
8845,1
8848,3
8860,1
8861,1
8874,1
8884,1
8890,1
8896,1
8899,1
8900,1
8905,1
8906,1
8915,3
8921,1
8941,1
8944,2
8950,1
8960,1
8964,1
8966,1
8969,1
8976,1
8979,1
8989,1
8995,1
8996,1
8999,1
9002,1
9005,1
9011,2
9014,1
9015,1
9020,1
9021,1
9027,2
9030,1
9031,1
9050,1
9052,1
9062,2
9065,1
9072,1
9081,1
9085,1
9088,2
9091,1
9097,1
9100,1
9101,1
9104,1
9107,1
9111,1
9113,1
9129,1
9130,1
9133,2
9139,1
9143,1
9155,1
9159,1
9162,1
9164,1
9171,1
9175,2
9184,1
9188,1
9190,1
9194,2
9207,1
9213,1
9220,1
9222,1
9226,1
9229,1
9232,3
9238,1
9242,3
9245,1
9248,1
9251,3
9252,1
9254,2
9255,1
9257,1
9258,1
9260,1
9264,3
9270,1
9273,3
9274,2
9277,1
9280,2
9283,2
9293,1
9296,1
9303,1
9306,1
9312,5
9315,4
9318,1
9321,1
9322,2
9325,3
9328,4
9335,1
9338,1
9340,1
9341,1
9347,1
9351,1
9357,4
9360,2
9363,2
9364,1
9367,1
9369,2
9370,1
9373,2
9379,1
9380,1
9382,1
9383,1
9386,1
9389,2
9392,1
9395,1
9396,1
9401,1
9402,1
9404,1
9405,1
9408,2
9411,3
9417,1
9418,2
9424,2
9427,2
9430,3
9431,1
9433,1
9437,5
9440,1
9443,1
9446,2
9447,1
9450,1
9453,3
9456,4
9459,6
9462,3
9466,1
9469,3
9472,1
9475,2
9476,1
9478,1
9481,3
9482,2
9484,2
9485,1
9488,3
9491,2
9494,1
9495,1
9497,2
9498,2
9501,2
9504,1
9507,3
9510,3
9517,4
9520,6
9523,2
9524,1
9526,4
9527,1
9529,2
9530,2
9532,1
9533,1
9539,3
9540,1
9542,1
9546,1
9549,2
9552,5
9558,1
9559,2
9561,1
9562,2
9564,3
9565,2
9568,3
9574,1
9575,1
9577,1
9578,3
9581,2
9584,4
9587,2
9590,2
9593,2
9594,2
9596,1
9597,3
9600,3
9603,3
9606,4
9607,1
9609,2
9610,2
9612,1
9613,3
9616,5
9619,5
9620,1
9622,2
9623,5
9625,1
9626,2
9629,10
9632,6
9635,4
9636,1
9638,9
9639,1
9642,1
9645,7
9648,7
9651,6
9652,1
9654,1
9655,2
9657,4
9658,5
9661,6
9664,5
9667,6
9670,2
9671,1
9673,5
9674,2
9677,2
9680,7
9683,2
9684,1
9686,3
9689,3
9690,4
9692,1
9693,4
9696,10
9699,5
9700,1
9702,3
9705,3
9706,5
9708,1
9709,7
9712,10
9715,4
9716,1
9718,5
9719,1
9721,1
9722,11
9724,1
9725,9
9728,6
9731,4
9734,2
9735,2
9738,7
9740,2
9741,8
9744,6
9747,11
9748,3
9750,4
9751,4
9753,4
9754,4
9756,1
9757,9
9760,7
9763,4
9764,2
9766,5
9767,3
9769,1
9770,3
9772,2
9773,4
9776,8
9779,8
9780,3
9782,4
9783,5
9785,1
9786,4
9788,3
9789,4
9792,5
9795,7
9798,1
9799,2
9801,5
9802,6
9804,3
9805,5
9808,11
9811,9
9812,2
9814,4
9815,3
9817,3
9818,3
9820,2
9821,8
9824,7
9827,5
9828,1
9830,4
9831,5
9833,3
9834,6
9836,2
9837,7
9840,14
9843,10
9844,1
9846,5
9847,8
9849,3
9850,8
9852,4
9853,3
9856,9
9859,9
9860,2
9862,4
9863,6
9865,3
9866,3
9868,2
9869,3
9872,7
9875,10
9876,2
9878,4
9879,3
9881,7
9882,6
9884,2
9885,12
9888,10
9891,4
9892,3
9894,9
9895,3
9897,3
9898,5
9900,4
9901,8
9904,8
9907,8
9908,4
9910,5
9911,6
9913,13
9914,9
9916,1
9917,11
9920,10
9923,9
9926,7
9927,6
9929,5
9930,10
9932,5
9933,12
9936,17
9939,13
9940,4
9942,6
9943,1
9945,4
9946,4
9948,1
9949,10
9952,11
9955,13
9956,2
9958,10
9959,2
9961,6
9962,3
9964,3
9965,4
9968,12
9971,3
9972,1
9974,8
9975,5
9977,6
9978,2
9980,3
9981,11
9984,10
9987,14
9988,5
9990,5
9991,8
9993,4
9994,8
9996,2
9997,9
10000,12
10003,7
10004,4
10006,11
10007,8
10009,3
10010,6
10012,5
10013,11
10016,10
10019,6
10020,2
10022,7
10023,5
10025,6
10026,9
10028,2
10029,7
10032,11
10035,9
10036,3
10038,7
10039,10
10041,6
10042,10
10044,1
10045,11
10048,15
10051,9
10052,1
10054,9
10055,10
10057,5
10058,10
10060,2
10061,11
10064,14
10067,18
10068,2
10070,8
10071,6
10073,3
10074,7
10076,4
10077,6
10080,19
10083,11
10084,1
10086,13
10087,7
10089,2
10090,7
10092,3
10093,11
10096,4
10099,11
10100,6
10102,8
10103,3
10105,1
10106,10
10108,3
10109,16
10112,11
10115,11
10116,3
10118,10
10119,4
10121,2
10122,9
10124,1
10125,14
10128,13
10131,9
10132,7
10134,7
10135,5
10137,6
10138,9
10140,3
10141,19
10144,17
10147,12
10148,1
10150,7
10151,4
10153,11
10154,4
10156,3
10157,14
10160,13
10163,15
10164,3
10166,8
10167,1
10169,5
10170,7
10172,3
10173,16
10176,10
10179,15
