1161981,1
4178582,1
6577677,1
6718640,1
6838121,1
6923018,1
7037785,1
7056118,1
7399846,1
7544551,1
7614406,1
7620800,1
7831220,1
8169859,1
8360483,1
8382448,1
8483878,1
8558665,1
8708512,1
8904714,1
8968701,1
8994534,1
9056234,1
9111283,1
9112829,1
9305526,1
9428685,1
9453072,1
9465907,1
9473434,1
9623312,1
9676137,1
9740518,1
9744980,1
9828889,1
9831772,1
9833469,1
9833658,1
9833846,1
9835686,1
9836867,1
9836953,1
9837744,1
9841596,1
9842224,1
9842761,1
9843501,1
9843580,1
9844704,1
9846874,1
9847389,1
9848112,1
9848285,1
9849076,1
9849136,1
9849213,1
9849367,1
9850589,1
9851411,1
9852233,1
9852301,1
9852659,1
9853364,1
9853683,1
9853866,1
9854557,1
9854601,1
9854873,1
9855485,1
9855632,1
9855655,1
9856298,1
9856768,1
9856838,1
9857923,1
9857975,1
9858218,1
9858580,1
9858835,1
9859034,1
9859228,1
9859859,1
9860029,1
9860061,1
9860096,1
9860240,1
9860874,1
9860906,1
9860989,1
9861034,1
9861430,1
9861575,1
9861584,1
9861766,1
9861863,1
9861884,1
9861910,1
9861952,1
9861987,1
9862019,1
9862096,1
9862160,1
9862173,1
9862483,1
9862547,1
9862572,1
9862896,1
9863165,1
9863264,1
9863709,1
9863946,1
9864007,1
9864272,1
9864535,1
9864582,1
9864614,1
9864774,1
9864956,1
9864964,1
9865075,1
9865779,2
9865991,1
9866298,1
9866394,1
9866470,1
9867008,1
9867034,1
9867085,1
9867107,1
9867299,1
9867324,1
9867341,1
9867395,2
9867568,1
9867629,1
9867708,1
9867744,1
9867997,1
9868157,1
9868215,1
9868285,1
9868509,1
9868557,1
9868618,1
9868726,1
9868765,1
9868793,1
9869143,1
9869168,1
9869222,1
9869251,1
9869437,1
9869767,1
9870074,1
9870090,1
9870173,1
9870208,1
9870224,1
9870506,1
9870726,1
9870896,1
9871002,1
9871194,1
9871212,1
9871267,1
9871472,1
9871536,1
9871642,1
9871751,1
9871795,1
9871846,1
9871888,1
9871987,1
9872237,1
9872288,1
9872297,1
9872573,1
9872579,1
9872749,1
9872762,1
9872832,1
9872931,1
9873036,1
9873040,1
9873050,1
9873097,1
9873209,1
9873511,1
9873597,1
9873619,1
9873641,1
9873664,1
9873676,1
9873716,1
9873719,1
